,SRO
3732.0MHz,3.39
3732.2MHz,3.39
3732.4MHz,3.39
3732.6MHz,3.39
3732.8MHz,3.39
3733.0MHz,3.39
3733.2MHz,3.39
3733.4MHz,3.39
3733.6MHz,3.39
3733.8MHz,3.39
3734.0MHz,3.39
3734.2MHz,3.39
3734.4MHz,3.39
3734.6MHz,3.39
3734.8MHz,3.39
3735.0MHz,3.39
3735.2MHz,3.39
3735.4MHz,1.69
3735.6MHz,0.0
3735.8MHz,0.0
3736.0MHz,0.0
3736.2MHz,0.0
3736.4MHz,0.0
3736.6MHz,0.0
3736.8MHz,0.0
3737.0MHz,0.0
3737.2MHz,0.0
3737.4MHz,0.0
3737.6MHz,0.0
3737.8MHz,0.0
3738.0MHz,0.0
3738.2MHz,0.0
3738.4MHz,0.0
3738.6MHz,0.0
3738.8MHz,0.0
3739.0MHz,0.0
3739.2MHz,0.0
3739.4MHz,0.0
3739.6MHz,0.0
3739.8MHz,0.0
3740.0MHz,0.0
3740.2MHz,0.0
3740.4MHz,0.0
3740.6MHz,0.0
3740.8MHz,0.0
3741.0MHz,0.0
3741.2MHz,0.0
3741.4MHz,0.0
3741.6MHz,0.0
3741.8MHz,0.0
3742.0MHz,0.0
3742.2MHz,0.0
3742.4MHz,0.0
3742.6MHz,0.0
3742.8MHz,0.0
3743.0MHz,0.0
3743.2MHz,0.0
3743.4MHz,0.0
3743.6MHz,0.0
3743.8MHz,0.0
3744.0MHz,0.0
3744.2MHz,0.0
3744.4MHz,0.0
3744.6MHz,0.0
3744.8MHz,0.0
3745.0MHz,0.0
3745.2MHz,0.0
3745.4MHz,0.0
3745.6MHz,0.0
3745.8MHz,0.0
3746.0MHz,0.0
3746.2MHz,0.0
3746.4MHz,0.0
3746.6MHz,0.0
3746.8MHz,0.0
3747.0MHz,0.0
3747.2MHz,1.69
3747.4MHz,1.69
3747.6MHz,3.39
3747.8MHz,3.39
3748.0MHz,3.39
3748.2MHz,3.39
3748.4MHz,5.08
3748.6MHz,6.78
3748.8MHz,3.39
3749.0MHz,3.39
3749.2MHz,3.39
3749.4MHz,0.0
3749.6MHz,0.0
3749.8MHz,0.0
3750.0MHz,0.0
3750.2MHz,0.0
3750.4MHz,0.0
3750.6MHz,0.0
3750.8MHz,0.0
3751.0MHz,0.0
3751.2MHz,5.08
3751.4MHz,6.78
3751.6MHz,1.69
3751.8MHz,1.69
3752.0MHz,0.0
3752.2MHz,0.0
3752.4MHz,0.0
3752.6MHz,0.0
3752.8MHz,0.0
3753.0MHz,0.0
3753.2MHz,0.0
3753.4MHz,0.0
3753.6MHz,0.0
3753.8MHz,0.0
3754.0MHz,0.0
3754.2MHz,0.0
3754.4MHz,0.0
3754.6MHz,0.0
3754.8MHz,0.0
3755.0MHz,0.0
3755.2MHz,0.0
3755.4MHz,0.0
3755.6MHz,0.0
3755.8MHz,0.0
3756.0MHz,0.0
3756.2MHz,0.0
3756.4MHz,0.0
3756.6MHz,0.0
3756.8MHz,0.0
3757.0MHz,0.0
3757.2MHz,0.0
3757.4MHz,1.69
3757.6MHz,1.69
3757.8MHz,1.69
3758.0MHz,1.69
3758.2MHz,1.69
3758.4MHz,1.69
3758.6MHz,3.39
3758.8MHz,3.39
3759.0MHz,5.08
3759.2MHz,5.08
3759.4MHz,5.08
3759.6MHz,5.08
3759.8MHz,5.08
3760.0MHz,5.08
3760.2MHz,5.08
3760.4MHz,5.08
3760.6MHz,5.08
3760.8MHz,5.08
3761.0MHz,5.08
3761.2MHz,5.08
3761.4MHz,5.08
3761.6MHz,5.08
3761.8MHz,5.08
3762.0MHz,5.08
3762.2MHz,5.08
3762.4MHz,5.08
3762.6MHz,5.08
3762.8MHz,5.08
3763.0MHz,5.08
3763.2MHz,5.08
3763.4MHz,5.08
3763.6MHz,5.08
3763.8MHz,5.08
3764.0MHz,5.08
3764.2MHz,5.08
3764.4MHz,5.08
3764.6MHz,5.08
3764.8MHz,5.08
3765.0MHz,5.08
3765.2MHz,5.08
3765.4MHz,5.08
3765.6MHz,5.08
3765.8MHz,5.08
3766.0MHz,5.08
3766.2MHz,5.08
3766.4MHz,5.08
3766.6MHz,5.08
3766.8MHz,5.08
3767.0MHz,5.08
3767.2MHz,5.08
3767.4MHz,5.08
3767.6MHz,5.08
3767.8MHz,5.08
3768.0MHz,5.08
3768.2MHz,5.08
3768.4MHz,5.08
3768.6MHz,5.08
3768.8MHz,5.08
3769.0MHz,5.08
3769.2MHz,5.08
3769.4MHz,5.08
3769.6MHz,5.08
3769.8MHz,5.08
3770.0MHz,5.08
3770.2MHz,5.08
3770.4MHz,5.08
3770.6MHz,5.08
3770.8MHz,5.08
3771.0MHz,5.08
3771.2MHz,5.08
3771.4MHz,5.08
3771.6MHz,5.08
3771.8MHz,5.08
3772.0MHz,5.08
3772.2MHz,5.08
3772.4MHz,5.08
3772.6MHz,5.08
3772.8MHz,5.08
3773.0MHz,5.08
3773.2MHz,5.08
3773.4MHz,5.08
3773.6MHz,5.08
3773.8MHz,5.08
3774.0MHz,5.08
3774.2MHz,5.08
3774.4MHz,5.08
3774.6MHz,5.08
3774.8MHz,5.08
3775.0MHz,5.08
3775.2MHz,5.08
3775.4MHz,5.08
3775.6MHz,5.08
3775.8MHz,5.08
3776.0MHz,5.08
3776.2MHz,5.08
3776.4MHz,5.08
3776.6MHz,5.08
3776.8MHz,5.08
3777.0MHz,5.08
3777.2MHz,5.08
3777.4MHz,5.08
3777.6MHz,5.08
3777.8MHz,5.08
3778.0MHz,5.08
3778.2MHz,5.08
3778.4MHz,5.08
3778.6MHz,5.08
3778.8MHz,5.08
3779.0MHz,5.08
3779.2MHz,5.08
3779.4MHz,5.08
3779.6MHz,5.08
3779.8MHz,5.08
3780.0MHz,5.08
3780.2MHz,5.08
3780.4MHz,5.08
3780.6MHz,5.08
3780.8MHz,5.08
3781.0MHz,5.08
3781.2MHz,5.08
3781.4MHz,5.08
3781.6MHz,5.08
3781.8MHz,5.08
3782.0MHz,5.08
3782.2MHz,5.08
3782.4MHz,5.08
3782.6MHz,5.08
3782.8MHz,5.08
3783.0MHz,5.08
3783.2MHz,5.08
3783.4MHz,5.08
3783.6MHz,5.08
3783.8MHz,5.08
3784.0MHz,3.39
3784.2MHz,3.39
3784.4MHz,3.39
3784.6MHz,1.69
3784.8MHz,1.69
3785.0MHz,1.69
3785.2MHz,0.0
3785.4MHz,0.0
3785.6MHz,0.0
3785.8MHz,0.0
3786.0MHz,0.0
3786.2MHz,0.0
3786.4MHz,0.0
3786.6MHz,0.0
3786.8MHz,0.0
3787.0MHz,0.0
3787.2MHz,0.0
3787.4MHz,0.0
3787.6MHz,0.0
3787.8MHz,0.0
3788.0MHz,0.0
3788.2MHz,0.0
3788.4MHz,0.0
3788.6MHz,0.0
3788.8MHz,0.0
3789.0MHz,0.0
3789.2MHz,0.0
3789.4MHz,0.0
3789.6MHz,0.0
3789.8MHz,0.0
3790.0MHz,0.0
3790.2MHz,0.0
3790.4MHz,0.0
3790.6MHz,0.0
3790.8MHz,0.0
3791.0MHz,0.0
3791.2MHz,0.0
3791.4MHz,0.0
3791.6MHz,0.0
3791.8MHz,0.0
3792.0MHz,0.0
3792.2MHz,0.0
3792.4MHz,0.0
3792.6MHz,0.0
3792.8MHz,0.0
3793.0MHz,0.0
3793.2MHz,0.0
3793.4MHz,0.0
3793.6MHz,0.0
3793.8MHz,0.0
3794.0MHz,0.0
3794.2MHz,0.0
3794.4MHz,0.0
3794.6MHz,0.0
3794.8MHz,0.0
3795.0MHz,0.0
3795.2MHz,0.0
3795.4MHz,0.0
3795.6MHz,0.0
3795.8MHz,0.0
3796.0MHz,0.0
3796.2MHz,0.0
3796.4MHz,0.0
3796.6MHz,0.0
3796.8MHz,0.0
3797.0MHz,0.0
3797.2MHz,0.0
3797.4MHz,0.0
3797.6MHz,1.69
3797.8MHz,3.39
3798.0MHz,3.39
3798.2MHz,3.39
3798.4MHz,5.08
3798.6MHz,3.39
3798.8MHz,1.69
3799.0MHz,0.0
3799.2MHz,0.0
3799.4MHz,0.0
3799.6MHz,0.0
3799.8MHz,0.0
